Airline,Flight Number,Source City,Departure Time,Number of Stops,Arrival Time,Destination City,Duration (Minutes),Price
British Airways,280,Los Angeles,2024-12-08T18:10:00,0,2024-12-09T12:30:00,London,620,$557
British Airways,1604,Los Angeles,2024-12-08T17:10:00,0,2024-12-09T11:40:00,London,630,$553
British Airways,268,Los Angeles,2024-12-08T20:50:00,0,2024-12-09T15:10:00,London,620,$557
British Airways,1509,Los Angeles,2024-12-08T19:45:00,0,2024-12-09T14:20:00,London,635,$553
British Airways,1613,Los Angeles,2024-12-08T21:30:00,0,2024-12-09T16:00:00,London,630,$553
Condor,1305,Los Angeles,2024-12-09T12:50:00,2,2024-12-10T14:45:00,London,1075,$717
Condor,1237,Los Angeles,2024-12-09T11:55:00,2,2024-12-10T14:45:00,London,1130,$717
Condor,2824,Los Angeles,2024-12-09T05:20:00,2,2024-12-10T07:45:00,London,1105,$802
Iberia,3621,Los Angeles,2024-12-10T18:10:00,0,2024-12-11T12:30:00,London,620,$488
Iberia,3613,Los Angeles,2024-12-10T20:50:00,0,2024-12-11T15:10:00,London,620,$488
Iberia,4262,Los Angeles,2024-12-10T17:10:00,0,2024-12-11T11:40:00,London,630,$488
Iberia,4237,Los Angeles,2024-12-10T19:45:00,0,2024-12-11T14:20:00,London,635,$488
British Airways,280,Los Angeles,2024-12-10T18:10:00,0,2024-12-11T12:30:00,London,620,$557
Iberia,4819,Los Angeles,2024-12-10T21:30:00,0,2024-12-11T16:00:00,London,630,$488
British Airways,268,Los Angeles,2024-12-10T20:50:00,0,2024-12-11T15:10:00,London,620,$557
British Airways,1613,Los Angeles,2024-12-10T21:30:00,0,2024-12-11T16:00:00,London,630,$551
Finnair,4013,Los Angeles,2024-12-10T17:10:00,0,2024-12-11T11:40:00,London,630,$542
Finnair,4092,Los Angeles,2024-12-10T21:30:00,0,2024-12-11T16:00:00,London,630,$542
Iberia,3621,Los Angeles,2024-12-11T18:10:00,0,2024-12-12T12:30:00,London,620,$490
Iberia,4262,Los Angeles,2024-12-11T17:10:00,0,2024-12-12T11:40:00,London,630,$490
Iberia,3613,Los Angeles,2024-12-11T20:50:00,0,2024-12-12T15:10:00,London,620,$490
Iberia,4237,Los Angeles,2024-12-11T19:45:00,0,2024-12-12T14:20:00,London,635,$490
Iberia,4819,Los Angeles,2024-12-11T21:30:00,0,2024-12-12T16:00:00,London,630,$490
Iberia,3623,Los Angeles,2024-12-11T15:25:00,0,2024-12-12T09:50:00,London,625,$591
SWISS,41,Los Angeles,2024-12-11T19:20:00,1,2024-12-12T17:50:00,London,870,$510
SWISS,41,Los Angeles,2024-12-11T19:20:00,1,2024-12-12T17:05:00,London,825,$530
Iberia,4987,Los Angeles,2024-12-11T10:05:00,1,2024-12-12T07:20:00,London,795,$596
Iberia,4998,Los Angeles,2024-12-11T11:22:00,1,2024-12-12T09:40:00,London,858,$566
Iberia,3621,Los Angeles,2024-12-12T18:10:00,0,2024-12-13T12:30:00,London,620,$588
Iberia,3613,Los Angeles,2024-12-12T20:50:00,0,2024-12-13T15:10:00,London,620,$588
Iberia,4262,Los Angeles,2024-12-12T17:10:00,0,2024-12-13T11:40:00,London,630,$588
Iberia,4237,Los Angeles,2024-12-12T19:45:00,0,2024-12-13T14:20:00,London,635,$588
Iberia,4819,Los Angeles,2024-12-12T21:30:00,0,2024-12-13T16:00:00,London,630,$588
British Airways,1604,Los Angeles,2024-12-12T17:10:00,0,2024-12-13T11:40:00,London,630,$652
British Airways,280,Los Angeles,2024-12-12T18:10:00,0,2024-12-13T12:30:00,London,620,$668
British Airways,1509,Los Angeles,2024-12-12T19:45:00,0,2024-12-13T14:20:00,London,635,$652
British Airways,268,Los Angeles,2024-12-12T20:50:00,0,2024-12-13T15:10:00,London,620,$668
British Airways,1613,Los Angeles,2024-12-12T21:30:00,0,2024-12-13T16:00:00,London,630,$652
Aer Lingus,68,Los Angeles,2024-12-13T20:20:00,1,2024-12-14T16:50:00,London,750,$717
WestJet,1511,Los Angeles,2024-12-13T12:50:00,1,2024-12-14T12:30:00,London,940,$630
SWISS,41,Los Angeles,2024-12-13T19:20:00,1,2024-12-14T17:50:00,London,870,$765
WestJet,1513,Los Angeles,2024-12-13T07:00:00,1,2024-12-14T12:30:00,London,1290,$630
LOT,22,Los Angeles,2024-12-13T16:15:00,1,2024-12-14T17:20:00,London,1025,$819
SWISS,41,Los Angeles,2024-12-13T19:20:00,2,2024-12-14T21:25:00,London,1085,$793
SWISS,3173,Los Angeles,2024-12-13T10:15:00,2,2024-12-14T16:20:00,London,1325,$770
Condor,2824,Los Angeles,2024-12-13T05:20:00,2,2024-12-14T07:45:00,London,1105,$858
WestJet,1515,Los Angeles,2024-12-13T17:35:00,1,2024-12-15T12:50:00,London,2115,$652
LOT,5752,Los Angeles,2024-12-13T11:55:00,2,2024-12-14T17:20:00,London,1285,"$1,104"
Iberia,3621,Los Angeles,2024-12-14T18:10:00,0,2024-12-15T12:30:00,London,620,$935
Iberia,3623,Los Angeles,2024-12-14T15:25:00,0,2024-12-15T09:50:00,London,625,$935
Iberia,3613,Los Angeles,2024-12-14T20:50:00,0,2024-12-15T15:10:00,London,620,$935
Iberia,4262,Los Angeles,2024-12-14T17:10:00,0,2024-12-15T11:40:00,London,630,"$1,216"
Iberia,4237,Los Angeles,2024-12-14T19:45:00,0,2024-12-15T14:20:00,London,635,"$1,216"
Iberia,4819,Los Angeles,2024-12-14T21:30:00,0,2024-12-15T16:00:00,London,630,"$1,216"
Aer Lingus,68,Los Angeles,2024-12-14T20:20:00,1,2024-12-15T16:50:00,London,750,"$1,136"
SWISS,41,Los Angeles,2024-12-14T19:20:00,1,2024-12-15T17:50:00,London,870,"$1,075"
LOT,24,Los Angeles,2024-12-14T22:25:00,1,2024-12-15T22:00:00,London,935,"$1,033"
Iberia,4987,Los Angeles,2024-12-14T10:05:00,1,2024-12-15T07:20:00,London,795,"$1,242"
Virgin Atlantic,8,Los Angeles,2024-12-15T17:10:00,0,2024-12-16T11:25:00,London,615,$908
British Airways,280,Los Angeles,2024-12-15T18:10:00,0,2024-12-16T12:30:00,London,620,$908
British Airways,282,Los Angeles,2024-12-15T15:25:00,0,2024-12-16T09:50:00,London,625,$908
British Airways,1604,Los Angeles,2024-12-15T17:10:00,0,2024-12-16T11:40:00,London,630,$908
British Airways,268,Los Angeles,2024-12-15T20:50:00,0,2024-12-16T15:10:00,London,620,$908
Delta,5978,Los Angeles,2024-12-15T17:10:00,0,2024-12-16T11:25:00,London,615,$908
British Airways,1509,Los Angeles,2024-12-15T19:45:00,0,2024-12-16T14:20:00,London,635,$908
American Airlines,6991,Los Angeles,2024-12-15T18:10:00,0,2024-12-16T12:30:00,London,620,$908
Virgin Atlantic,24,Los Angeles,2024-12-15T22:10:00,0,2024-12-16T16:25:00,London,615,$908
American Airlines,6935,Los Angeles,2024-12-15T15:25:00,0,2024-12-16T09:50:00,London,625,$908
Iberia,3621,Los Angeles,2024-12-16T18:10:00,0,2024-12-17T12:30:00,London,620,$910
Iberia,3613,Los Angeles,2024-12-16T20:50:00,0,2024-12-17T15:10:00,London,620,$910
Iberia,4262,Los Angeles,2024-12-16T17:10:00,0,2024-12-17T11:40:00,London,630,$910
Iberia,3623,Los Angeles,2024-12-16T15:25:00,0,2024-12-17T09:50:00,London,625,$932
WestJet,1511,Los Angeles,2024-12-16T12:50:00,1,2024-12-17T12:50:00,London,960,$608
Iberia,4237,Los Angeles,2024-12-16T19:45:00,0,2024-12-17T14:20:00,London,635,$910
Iberia,4819,Los Angeles,2024-12-16T21:30:00,0,2024-12-17T16:00:00,London,630,$910
WestJet,1513,Los Angeles,2024-12-16T07:00:00,1,2024-12-17T12:50:00,London,1310,$608
Aer Lingus,68,Los Angeles,2024-12-16T20:20:00,1,2024-12-17T16:50:00,London,750,"$1,136"
Iberia,4998,Los Angeles,2024-12-16T11:22:00,1,2024-12-17T09:40:00,London,858,$915
Virgin Atlantic,8,Los Angeles,2024-12-17T17:10:00,0,2024-12-18T11:25:00,London,615,$908
British Airways,280,Los Angeles,2024-12-17T18:10:00,0,2024-12-18T12:30:00,London,620,$908
British Airways,1604,Los Angeles,2024-12-17T17:10:00,0,2024-12-18T11:40:00,London,630,$908
British Airways,268,Los Angeles,2024-12-17T20:50:00,0,2024-12-18T15:10:00,London,620,$908
Delta,5978,Los Angeles,2024-12-17T17:10:00,0,2024-12-18T11:25:00,London,615,$908
British Airways,1509,Los Angeles,2024-12-17T19:45:00,0,2024-12-18T14:20:00,London,635,$908
American Airlines,6991,Los Angeles,2024-12-17T18:10:00,0,2024-12-18T12:30:00,London,620,$908
Virgin Atlantic,24,Los Angeles,2024-12-17T22:10:00,0,2024-12-18T16:25:00,London,615,$908
British Airways,1613,Los Angeles,2024-12-17T21:30:00,0,2024-12-18T16:00:00,London,630,$908
American Airlines,6983,Los Angeles,2024-12-17T20:50:00,0,2024-12-18T15:10:00,London,620,$908
Virgin Atlantic,8,Los Angeles,2024-12-18T17:10:00,0,2024-12-19T11:25:00,London,615,$908
British Airways,280,Los Angeles,2024-12-18T18:10:00,0,2024-12-19T12:30:00,London,620,$908
British Airways,1604,Los Angeles,2024-12-18T17:10:00,0,2024-12-19T11:40:00,London,630,$908
Delta,5978,Los Angeles,2024-12-18T17:10:00,0,2024-12-19T11:25:00,London,615,$908
British Airways,1509,Los Angeles,2024-12-18T19:45:00,0,2024-12-19T14:20:00,London,635,$908
American Airlines,6991,Los Angeles,2024-12-18T18:10:00,0,2024-12-19T12:30:00,London,620,$908
Virgin Atlantic,24,Los Angeles,2024-12-18T22:10:00,0,2024-12-19T16:25:00,London,615,$908
British Airways,1613,Los Angeles,2024-12-18T21:30:00,0,2024-12-19T16:00:00,London,630,$908
British Airways,268,Los Angeles,2024-12-18T20:50:00,0,2024-12-19T15:10:00,London,620,$930
American Airlines,134,Los Angeles,2024-12-18T17:10:00,0,2024-12-19T11:40:00,London,630,$908
Virgin Atlantic,8,Los Angeles,2024-12-19T17:10:00,0,2024-12-20T11:25:00,London,615,$915
Delta,5978,Los Angeles,2024-12-19T17:10:00,0,2024-12-20T11:25:00,London,615,$915
British Airways,280,Los Angeles,2024-12-19T18:10:00,0,2024-12-20T12:30:00,London,620,$935
Virgin Atlantic,24,Los Angeles,2024-12-19T22:10:00,0,2024-12-20T16:25:00,London,615,$915
British Airways,268,Los Angeles,2024-12-19T20:50:00,0,2024-12-20T15:10:00,London,620,$935
British Airways,282,Los Angeles,2024-12-19T15:25:00,0,2024-12-20T09:50:00,London,625,$935
Delta,5976,Los Angeles,2024-12-19T22:10:00,0,2024-12-20T16:25:00,London,615,$915
Finnair,5458,Los Angeles,2024-12-19T20:50:00,0,2024-12-20T15:10:00,London,620,$935
Iberia,3621,Los Angeles,2024-12-19T18:10:00,0,2024-12-20T12:30:00,London,620,$935
Iberia,3613,Los Angeles,2024-12-19T20:50:00,0,2024-12-20T15:10:00,London,620,$935
Virgin Atlantic,8,Los Angeles,2024-12-20T17:10:00,0,2024-12-21T11:25:00,London,615,$915
British Airways,280,Los Angeles,2024-12-20T18:10:00,0,2024-12-21T12:30:00,London,620,$930
Delta,5978,Los Angeles,2024-12-20T17:10:00,0,2024-12-21T11:25:00,London,615,$915
Virgin Atlantic,24,Los Angeles,2024-12-20T22:10:00,0,2024-12-21T16:25:00,London,615,$915
British Airways,268,Los Angeles,2024-12-20T20:50:00,0,2024-12-21T15:10:00,London,620,$930
British Airways,282,Los Angeles,2024-12-20T15:25:00,0,2024-12-21T09:50:00,London,625,$930
American Airlines,6991,Los Angeles,2024-12-20T18:10:00,0,2024-12-21T12:30:00,London,620,$930
Delta,5976,Los Angeles,2024-12-20T22:10:00,0,2024-12-21T16:25:00,London,615,$915
American Airlines,6983,Los Angeles,2024-12-20T20:50:00,0,2024-12-21T15:10:00,London,620,$930
American Airlines,6935,Los Angeles,2024-12-20T15:25:00,0,2024-12-21T09:50:00,London,625,$930
Virgin Atlantic,8,Los Angeles,2024-12-21T17:10:00,0,2024-12-22T11:25:00,London,615,$915
British Airways,280,Los Angeles,2024-12-21T18:10:00,0,2024-12-22T12:30:00,London,620,$930
British Airways,282,Los Angeles,2024-12-21T15:25:00,0,2024-12-22T09:50:00,London,625,$930
Virgin Atlantic,24,Los Angeles,2024-12-21T22:10:00,0,2024-12-22T16:25:00,London,615,$915
British Airways,268,Los Angeles,2024-12-21T20:50:00,0,2024-12-22T15:10:00,London,620,$930
Delta,5978,Los Angeles,2024-12-21T17:10:00,0,2024-12-22T11:25:00,London,615,$915
American Airlines,6991,Los Angeles,2024-12-21T18:10:00,0,2024-12-22T12:30:00,London,620,$930
American Airlines,6935,Los Angeles,2024-12-21T15:25:00,0,2024-12-22T09:50:00,London,625,$930
American Airlines,6983,Los Angeles,2024-12-21T20:50:00,0,2024-12-22T15:10:00,London,620,$930
Delta,5976,Los Angeles,2024-12-21T22:10:00,0,2024-12-22T16:25:00,London,615,$915
Virgin Atlantic,8,Los Angeles,2024-12-22T17:10:00,0,2024-12-23T11:25:00,London,615,$908
British Airways,280,Los Angeles,2024-12-22T18:10:00,0,2024-12-23T12:30:00,London,620,$908
British Airways,1604,Los Angeles,2024-12-22T17:10:00,0,2024-12-23T11:40:00,London,630,$908
Delta,5978,Los Angeles,2024-12-22T17:10:00,0,2024-12-23T11:25:00,London,615,$908
British Airways,1509,Los Angeles,2024-12-22T19:45:00,0,2024-12-23T14:20:00,London,635,$908
American Airlines,6991,Los Angeles,2024-12-22T18:10:00,0,2024-12-23T12:30:00,London,620,$908
Virgin Atlantic,24,Los Angeles,2024-12-22T22:10:00,0,2024-12-23T16:25:00,London,615,$908
British Airways,1613,Los Angeles,2024-12-22T21:30:00,0,2024-12-23T16:00:00,London,630,$908
American Airlines,134,Los Angeles,2024-12-22T17:10:00,0,2024-12-23T11:40:00,London,630,$908
British Airways,268,Los Angeles,2024-12-22T20:50:00,0,2024-12-23T15:10:00,London,620,$930
United,1892,Los Angeles,2024-12-23T23:50:00,1,2024-12-24T20:50:00,London,780,$497
Delta,960,Los Angeles,2024-12-23T21:50:00,1,2024-12-24T19:55:00,London,845,$477
United,285,Los Angeles,2024-12-23T23:15:00,1,2024-12-24T20:35:00,London,800,$497
American Airlines,10,Los Angeles,2024-12-23T22:00:00,1,2024-12-24T19:50:00,London,830,$492
United,1843,Los Angeles,2024-12-23T22:50:00,1,2024-12-24T20:50:00,London,840,$497
American Airlines,2014,Los Angeles,2024-12-23T23:59:00,1,2024-12-24T22:40:00,London,881,$492
Virgin Atlantic,8,Los Angeles,2024-12-23T17:10:00,0,2024-12-24T11:25:00,London,615,$908
British Airways,268,Los Angeles,2024-12-23T20:50:00,0,2024-12-24T15:10:00,London,620,$908
Virgin Atlantic,24,Los Angeles,2024-12-23T22:10:00,0,2024-12-24T16:25:00,London,615,$908
British Airways,1604,Los Angeles,2024-12-23T17:10:00,0,2024-12-24T11:40:00,London,630,$908
Virgin Atlantic,8,Los Angeles,2024-12-24T17:10:00,0,2024-12-25T11:25:00,London,615,$473
Delta,5978,Los Angeles,2024-12-24T17:10:00,0,2024-12-25T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2024-12-24T22:10:00,0,2024-12-25T16:25:00,London,615,$473
British Airways,280,Los Angeles,2024-12-24T18:10:00,0,2024-12-25T12:30:00,London,620,$488
British Airways,1604,Los Angeles,2024-12-24T17:10:00,0,2024-12-25T11:40:00,London,630,$488
British Airways,1509,Los Angeles,2024-12-24T19:45:00,0,2024-12-25T14:20:00,London,635,$488
Delta,5976,Los Angeles,2024-12-24T22:10:00,0,2024-12-25T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2024-12-24T18:10:00,0,2024-12-25T12:30:00,London,620,$488
British Airways,1613,Los Angeles,2024-12-24T21:30:00,0,2024-12-25T16:00:00,London,630,$488
American Airlines,134,Los Angeles,2024-12-24T17:10:00,0,2024-12-25T11:40:00,London,630,$488
Virgin Atlantic,8,Los Angeles,2024-12-25T17:10:00,0,2024-12-26T11:25:00,London,615,$473
Delta,5978,Los Angeles,2024-12-25T17:10:00,0,2024-12-26T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2024-12-25T22:10:00,0,2024-12-26T16:25:00,London,615,$473
British Airways,268,Los Angeles,2024-12-25T20:50:00,0,2024-12-26T15:10:00,London,620,$488
Delta,5976,Los Angeles,2024-12-25T22:10:00,0,2024-12-26T16:25:00,London,615,$473
American Airlines,6983,Los Angeles,2024-12-25T20:50:00,0,2024-12-26T15:10:00,London,620,$488
United,923,Los Angeles,2024-12-25T19:00:00,0,2024-12-26T13:30:00,London,630,$493
British Airways,1613,Los Angeles,2024-12-25T21:30:00,0,2024-12-26T16:00:00,London,630,$501
Finnair,5458,Los Angeles,2024-12-25T20:50:00,0,2024-12-26T15:10:00,London,620,$488
Iberia,3621,Los Angeles,2024-12-25T18:10:00,0,2024-12-26T12:30:00,London,620,$488
Virgin Atlantic,8,Los Angeles,2024-12-26T17:10:00,0,2024-12-27T11:25:00,London,615,$523
Delta,5978,Los Angeles,2024-12-26T17:10:00,0,2024-12-27T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2024-12-26T22:10:00,0,2024-12-27T16:25:00,London,615,$523
Delta,5976,Los Angeles,2024-12-26T22:10:00,0,2024-12-27T16:25:00,London,615,$523
United,923,Los Angeles,2024-12-26T19:00:00,0,2024-12-27T13:30:00,London,630,$543
Lufthansa,9343,Los Angeles,2024-12-26T19:00:00,0,2024-12-27T13:30:00,London,630,$543
British Airways,268,Los Angeles,2024-12-26T20:50:00,0,2024-12-27T15:10:00,London,620,$588
American Airlines,6983,Los Angeles,2024-12-26T20:50:00,0,2024-12-27T15:10:00,London,620,$588
British Airways,280,Los Angeles,2024-12-26T18:10:00,0,2024-12-27T12:30:00,London,620,$638
Iberia,3613,Los Angeles,2024-12-26T20:50:00,0,2024-12-27T15:10:00,London,620,$588
Virgin Atlantic,8,Los Angeles,2024-12-27T17:10:00,0,2024-12-28T11:25:00,London,615,$523
Delta,5978,Los Angeles,2024-12-27T17:10:00,0,2024-12-28T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2024-12-27T22:10:00,0,2024-12-28T16:25:00,London,615,$523
British Airways,280,Los Angeles,2024-12-27T18:10:00,0,2024-12-28T12:30:00,London,620,$537
British Airways,268,Los Angeles,2024-12-27T20:50:00,0,2024-12-28T15:10:00,London,620,$537
Delta,5976,Los Angeles,2024-12-27T22:10:00,0,2024-12-28T16:25:00,London,615,$523
Iberia,3621,Los Angeles,2024-12-27T18:10:00,0,2024-12-28T12:30:00,London,620,$529
United,923,Los Angeles,2024-12-27T19:00:00,0,2024-12-28T13:30:00,London,630,$543
Iberia,3613,Los Angeles,2024-12-27T20:50:00,0,2024-12-28T15:10:00,London,620,$529
Lufthansa,9343,Los Angeles,2024-12-27T19:00:00,0,2024-12-28T13:30:00,London,630,$543
Virgin Atlantic,8,Los Angeles,2024-12-28T17:10:00,0,2024-12-29T11:25:00,London,615,$523
Delta,5978,Los Angeles,2024-12-28T17:10:00,0,2024-12-29T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2024-12-28T22:10:00,0,2024-12-29T16:25:00,London,615,$523
Delta,5976,Los Angeles,2024-12-28T22:10:00,0,2024-12-29T16:25:00,London,615,$523
Lufthansa,9343,Los Angeles,2024-12-28T19:00:00,0,2024-12-29T13:30:00,London,630,$543
British Airways,280,Los Angeles,2024-12-28T18:10:00,0,2024-12-29T12:30:00,London,620,$591
British Airways,282,Los Angeles,2024-12-28T15:25:00,0,2024-12-29T09:50:00,London,625,$591
British Airways,268,Los Angeles,2024-12-28T20:50:00,0,2024-12-29T15:10:00,London,620,$591
British Airways,1604,Los Angeles,2024-12-28T17:10:00,0,2024-12-29T11:40:00,London,630,$591
British Airways,1509,Los Angeles,2024-12-28T19:45:00,0,2024-12-29T14:20:00,London,635,$591
Virgin Atlantic,8,Los Angeles,2024-12-29T17:10:00,0,2024-12-30T11:25:00,London,615,$473
Delta,5978,Los Angeles,2024-12-29T17:10:00,0,2024-12-30T11:25:00,London,615,$473
British Airways,280,Los Angeles,2024-12-29T18:10:00,0,2024-12-30T12:30:00,London,620,$488
Virgin Atlantic,24,Los Angeles,2024-12-29T22:10:00,0,2024-12-30T16:25:00,London,615,$473
British Airways,1604,Los Angeles,2024-12-29T17:10:00,0,2024-12-30T11:40:00,London,630,$488
British Airways,268,Los Angeles,2024-12-29T20:50:00,0,2024-12-30T15:10:00,London,620,$488
British Airways,1509,Los Angeles,2024-12-29T19:45:00,0,2024-12-30T14:20:00,London,635,$488
American Airlines,6991,Los Angeles,2024-12-29T18:10:00,0,2024-12-30T12:30:00,London,620,$488
Delta,5976,Los Angeles,2024-12-29T22:10:00,0,2024-12-30T16:25:00,London,615,$473
British Airways,1613,Los Angeles,2024-12-29T21:30:00,0,2024-12-30T16:00:00,London,630,$488
Iberia,3621,Los Angeles,2024-12-30T18:10:00,0,2024-12-31T12:30:00,London,620,$490
Iberia,4262,Los Angeles,2024-12-30T17:10:00,0,2024-12-31T11:40:00,London,630,$490
Iberia,3613,Los Angeles,2024-12-30T20:50:00,0,2024-12-31T15:10:00,London,620,$490
Iberia,4237,Los Angeles,2024-12-30T19:45:00,0,2024-12-31T14:20:00,London,635,$490
Iberia,4819,Los Angeles,2024-12-30T21:30:00,0,2024-12-31T16:00:00,London,630,$490
Iberia,3623,Los Angeles,2024-12-30T15:25:00,0,2024-12-31T09:50:00,London,625,$590
SWISS,41,Los Angeles,2024-12-30T19:20:00,1,2024-12-31T17:50:00,London,870,$510
ITA Airways,621,Los Angeles,2024-12-30T15:25:00,1,2024-12-31T16:10:00,London,1005,$497
SWISS,41,Los Angeles,2024-12-30T19:20:00,2,2024-12-31T21:25:00,London,1085,$538
WestJet,1511,Los Angeles,2024-12-30T12:50:00,1,2024-12-31T12:50:00,London,960,$602
Iberia,3621,Los Angeles,2024-12-31T18:10:00,0,2025-01-01T12:30:00,London,620,$490
Iberia,4262,Los Angeles,2024-12-31T17:10:00,0,2025-01-01T11:40:00,London,630,$490
Iberia,3613,Los Angeles,2024-12-31T20:50:00,0,2025-01-01T15:10:00,London,620,$490
Iberia,4237,Los Angeles,2024-12-31T19:45:00,0,2025-01-01T14:20:00,London,635,$490
Iberia,4819,Los Angeles,2024-12-31T21:30:00,0,2025-01-01T16:00:00,London,630,$490
Iberia,3623,Los Angeles,2024-12-31T15:25:00,0,2025-01-01T09:50:00,London,625,$591
Iberia,4987,Los Angeles,2024-12-31T10:05:00,1,2025-01-01T07:20:00,London,795,$495
Iberia,4459,Los Angeles,2024-12-31T09:00:00,1,2025-01-01T06:20:00,London,800,$596
Iberia,4459,Los Angeles,2024-12-31T09:00:00,1,2025-01-01T07:20:00,London,860,$566
Iberia,4581,Los Angeles,2024-12-31T10:34:00,1,2025-01-01T08:35:00,London,841,$596
Iberia,3621,Los Angeles,2025-01-01T18:10:00,0,2025-01-02T12:30:00,London,620,$490
Iberia,3613,Los Angeles,2025-01-01T20:50:00,0,2025-01-02T15:10:00,London,620,$490
Iberia,3623,Los Angeles,2025-01-01T15:25:00,0,2025-01-02T09:50:00,London,625,$591
Iberia,4262,Los Angeles,2025-01-01T17:10:00,0,2025-01-02T11:40:00,London,630,$591
Iberia,4237,Los Angeles,2025-01-01T19:45:00,0,2025-01-02T14:20:00,London,635,$591
Iberia,4819,Los Angeles,2025-01-01T21:30:00,0,2025-01-02T16:00:00,London,630,$591
Iberia,352,Los Angeles,2025-01-01T18:05:00,1,2025-01-02T17:15:00,London,910,$604
Turkish Airlines,10,Los Angeles,2025-01-01T18:25:00,1,2025-01-02T20:50:00,London,1105,$754
Turkish Airlines,180,Los Angeles,2025-01-01T12:45:00,1,2025-01-02T15:05:00,London,1100,$754
Iberia,4536,Los Angeles,2025-01-01T09:20:00,1,2025-01-02T08:15:00,London,895,$868
Iberia,3613,Los Angeles,2025-01-02T20:50:00,0,2025-01-03T15:10:00,London,620,$590
Iberia,3621,Los Angeles,2025-01-02T18:10:00,0,2025-01-03T12:30:00,London,620,$640
Iberia,4262,Los Angeles,2025-01-02T17:10:00,0,2025-01-03T11:40:00,London,630,$640
Iberia,3623,Los Angeles,2025-01-02T15:25:00,0,2025-01-03T09:50:00,London,625,$640
Iberia,4237,Los Angeles,2025-01-02T19:45:00,0,2025-01-03T14:20:00,London,635,$640
Iberia,4819,Los Angeles,2025-01-02T21:30:00,0,2025-01-03T16:00:00,London,630,$640
SWISS,41,Los Angeles,2025-01-02T19:20:00,1,2025-01-03T17:50:00,London,870,$560
SWISS,41,Los Angeles,2025-01-02T19:20:00,1,2025-01-03T17:05:00,London,825,$580
SWISS,41,Los Angeles,2025-01-02T19:20:00,2,2025-01-03T21:25:00,London,1085,$565
WestJet,1511,Los Angeles,2025-01-02T12:50:00,1,2025-01-03T12:30:00,London,940,$628
Virgin Atlantic,8,Los Angeles,2025-01-03T17:10:00,0,2025-01-04T11:25:00,London,615,$523
Delta,5978,Los Angeles,2025-01-03T17:10:00,0,2025-01-04T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2025-01-03T22:10:00,0,2025-01-04T16:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-03T22:10:00,0,2025-01-04T16:25:00,London,615,$523
British Airways,268,Los Angeles,2025-01-03T20:50:00,0,2025-01-04T15:10:00,London,620,$588
American Airlines,6983,Los Angeles,2025-01-03T20:50:00,0,2025-01-04T15:10:00,London,620,$588
Finnair,5458,Los Angeles,2025-01-03T20:50:00,0,2025-01-04T15:10:00,London,620,$588
Iberia,3613,Los Angeles,2025-01-03T20:50:00,0,2025-01-04T15:10:00,London,620,$581
British Airways,280,Los Angeles,2025-01-03T18:10:00,0,2025-01-04T12:30:00,London,620,$638
Virgin Atlantic,1955,Los Angeles,2025-01-03T13:41:00,1,2025-01-04T10:00:00,London,739,$527
Virgin Atlantic,8,Los Angeles,2025-01-04T17:10:00,0,2025-01-05T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2025-01-04T22:10:00,0,2025-01-05T16:25:00,London,615,$523
Delta,5978,Los Angeles,2025-01-04T17:10:00,0,2025-01-05T11:25:00,London,615,$523
Delta,5976,Los Angeles,2025-01-04T22:10:00,0,2025-01-05T16:25:00,London,615,$523
British Airways,280,Los Angeles,2025-01-04T18:10:00,0,2025-01-05T12:30:00,London,620,$591
Lufthansa,9343,Los Angeles,2025-01-04T19:00:00,0,2025-01-05T13:30:00,London,630,$543
British Airways,268,Los Angeles,2025-01-04T20:50:00,0,2025-01-05T15:10:00,London,620,$591
British Airways,1604,Los Angeles,2025-01-04T17:10:00,0,2025-01-05T11:40:00,London,630,$591
British Airways,1509,Los Angeles,2025-01-04T19:45:00,0,2025-01-05T14:20:00,London,635,$591
British Airways,1613,Los Angeles,2025-01-04T21:30:00,0,2025-01-05T16:00:00,London,630,$591
Virgin Atlantic,8,Los Angeles,2025-01-05T17:10:00,0,2025-01-06T11:25:00,London,615,$473
Delta,5978,Los Angeles,2025-01-05T17:10:00,0,2025-01-06T11:25:00,London,615,$473
British Airways,280,Los Angeles,2025-01-05T18:10:00,0,2025-01-06T12:30:00,London,620,$488
Virgin Atlantic,24,Los Angeles,2025-01-05T22:10:00,0,2025-01-06T16:25:00,London,615,$473
British Airways,1604,Los Angeles,2025-01-05T17:10:00,0,2025-01-06T11:40:00,London,630,$488
British Airways,268,Los Angeles,2025-01-05T20:50:00,0,2025-01-06T15:10:00,London,620,$488
British Airways,1509,Los Angeles,2025-01-05T19:45:00,0,2025-01-06T14:20:00,London,635,$488
American Airlines,6991,Los Angeles,2025-01-05T18:10:00,0,2025-01-06T12:30:00,London,620,$488
